,global_step,ratio
0,0,0.0
1,999,70.5
2,1999,73.0
3,2999,76.14
4,3999,76.8
5,4999,77.04
6,5999,77.66
7,6999,74.38
8,7999,77.34
9,8999,74.2
10,9999,76.6
11,10999,76.78
12,11999,75.56
13,12999,77.24
14,13999,76.98
15,14999,74.42
16,15999,75.56
17,16999,77.46
18,17999,75.9
19,18999,77.2
20,19999,77.14
