,global_step,ratio
0,0,0.0
1,999,61.56
2,1999,72.0
3,2999,73.68
4,3999,71.22
5,4999,75.26
6,5999,66.96
7,6999,73.12
8,7999,73.24
9,8999,70.88
10,9999,75.1
11,10999,63.88
12,11999,74.46
13,12999,57.6
14,13999,72.9
15,14999,71.38
16,15999,73.48
17,16999,71.12
18,17999,73.88
19,18999,73.14
20,19999,73.68
