,global_step,ratio
0,0,0.0
1,999,70.36
2,1999,75.02
3,2999,75.0
4,3999,76.98
5,4999,77.42
6,5999,78.5
7,6999,77.8
8,7999,74.78
9,8999,75.74
10,9999,77.16
11,10999,74.1
12,11999,76.62
13,12999,77.36
14,13999,76.98
15,14999,75.88
16,15999,77.58
17,16999,75.8
18,17999,76.28
19,18999,76.66
20,19999,75.44
