,global_step,ratio
0,0,0.0
1,999,73.34
2,1999,74.0
3,2999,76.34
4,3999,76.98
5,4999,76.38
6,5999,76.86
7,6999,76.12
8,7999,75.88
9,8999,76.08
10,9999,76.4
11,10999,76.22
12,11999,75.18
13,12999,76.36
14,13999,74.46
15,14999,76.8
16,15999,76.56
17,16999,76.14
18,17999,76.98
19,18999,76.56
20,19999,75.44
