,global_step,ratio
0,0,0.0
1,999,72.98
2,1999,68.22
3,2999,65.68
4,3999,74.38
5,4999,71.18
6,5999,72.42
7,6999,67.26
8,7999,66.1
9,8999,59.72
10,9999,57.8
11,10999,73.0
12,11999,70.78
13,12999,73.58
14,13999,58.46
15,14999,69.42
16,15999,68.94
17,16999,73.3
18,17999,72.94
19,18999,73.3
20,19999,73.1
