,global_step,ratio
0,0,0.0
1,999,68.82
2,1999,73.58
3,2999,72.16
4,3999,74.66
5,4999,77.0
6,5999,76.44
7,6999,76.62
8,7999,74.6
9,8999,76.24
10,9999,75.62
11,10999,76.7
12,11999,76.76
13,12999,75.82
14,13999,76.26
15,14999,76.28
16,15999,76.72
17,16999,76.98
18,17999,77.16
19,18999,76.56
20,19999,76.54
