,global_step,ratio
0,0,0.0
1,999,70.6
2,1999,74.1
3,2999,72.76
4,3999,74.82
5,4999,71.34
6,5999,75.5
7,6999,75.46
8,7999,75.2
9,8999,75.04
10,9999,75.02
11,10999,75.18
12,11999,75.28
13,12999,75.06
14,13999,74.4
15,14999,74.1
16,15999,75.26
17,16999,74.1
18,17999,74.96
19,18999,75.64
20,19999,75.64
