,global_step,ratio
0,0,0.0
1,999,73.66
2,1999,75.02
3,2999,70.22
4,3999,69.12
5,4999,75.94
6,5999,76.24
7,6999,73.96
8,7999,74.08
9,8999,69.78
10,9999,71.76
11,10999,76.46
12,11999,75.84
13,12999,75.02
14,13999,74.68
15,14999,75.94
16,15999,74.94
17,16999,75.36
18,17999,71.7
19,18999,76.2
20,19999,75.3
